key,sheet,buyer,supplier_excel,posting_date,amount_usd,channel,bank_label,pi_label,kind
XLS-HMA-001,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-04-01,2500000.0,Bank,BANK,PI1,goods
XLS-HMA-002,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-04-18,500000.0,Bank,BANK,PI1,goods
XLS-HMA-003,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-04-18,500000.0,Bank,BANK,PI2,goods
XLS-HMA-004,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-04-23,1000000.0,Bank,BANK,PI1,goods
XLS-HMA-005,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-05-08,500000.0,Bank,BANK,PI1,goods
XLS-HMA-006,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-05-12,881882.0,Bank,BANK,PI1,goods
XLS-HMA-007,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-05-12,1000000.0,Bank,BANK,PI2,goods
XLS-HMA-008,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-05-20,1000000.0,Bank,BANK,PI2,goods
XLS-HMA-009,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-05-30,500000.0,Bank,BANK,PI2,goods
XLS-HMA-010,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-04,500000.0,Bank,BANK,PI2,goods
XLS-HMA-011,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-05,975000.0,Bank,BANK,PI2,goods
XLS-HMA-012,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-13,900000.0,Bank,BANK,PI2,goods
XLS-HMA-013,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-13,400000.0,Bank,BANK,PI2,goods
XLS-HMA-014,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-20,485000.0,Bank,BANK,PI2,goods
XLS-HMA-015,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-06-24,1000000.0,Bank,BANK,PI3,goods
XLS-HMA-016,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-07,1000000.0,Bank,BANK,PI3,goods
XLS-HMA-017,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-09,250000.0,Bank,BANK,PI3,goods
XLS-HMA-018,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-11,250000.0,Bank,BANK,PI3,goods
XLS-HMA-019,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-16,250000.0,Bank,BANK,PI3,goods
XLS-HMA-020,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-18,250000.0,Bank,BANK,PI3,goods
XLS-HMA-021,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-23,400000.0,Bank,BANK,PI3,goods
XLS-HMA-022,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-25,200000.0,Bank,BANK,PI2,goods
XLS-HMA-023,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-07-29,150000.0,Bank,BANK,PI3,goods
XLS-HMA-024,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-01,101000.0,Bank,BANK,PI3,goods
XLS-HMA-025,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-04,400000.0,Bank,BANK,PI4,goods
XLS-HMA-026,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-07,600000.0,Bank,BANK,PI4,goods
XLS-HMA-027,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-11,300000.0,Bank,BANK,PI4,goods
XLS-HMA-028,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-13,200000.0,Bank,BANK,PI4,goods
XLS-HMA-029,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-13,150000.0,Bank,BANK,PI4,goods
XLS-HMA-030,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-18,250000.0,Bank,BANK,PI4,goods
XLS-HMA-031,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-15,100001.0,Bank,BANK,PI3,goods
XLS-HMA-032,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-18,150000.0,Bank,BANK,PI3,goods
XLS-HMA-033,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-18,250000.0,Bank,BANK,PI3,goods
XLS-HMA-034,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-20,250000.0,Bank,BANK,PI3,goods
XLS-HMA-035,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-20,250000.0,Bank,BANK,PI3,goods
XLS-HMA-036,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-22,250000.0,Bank,BANK,PI3,goods
XLS-HMA-037,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-08-29,200000.0,Bank,BANK,PI2,goods
XLS-HMA-038,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-02,300000.0,Bank,BANK,PI3,goods
XLS-HMA-039,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-03,300000.0,Bank,BANK,PI4,goods
XLS-HMA-040,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-04,200000.0,Bank,BANK,PI4,goods
XLS-HMA-041,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-05,200000.0,Bank,BANK,PI4,goods
XLS-HMA-042,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-09,350000.0,Bank,BANK,PI4,goods
XLS-HMA-043,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-10,450000.0,Bank,BANK,PI4,goods
XLS-HMA-044,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-11,451000.0,Bank,BANK,PI4,goods
XLS-HMA-045,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-12,250000.0,Bank,BANK,PI4,goods
XLS-HMA-046,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-12,450000.0,Bank,BANK,PI4,goods
XLS-HMA-047,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-16,501000.0,Bank,BANK,PI5,goods
XLS-HMA-048,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-17,250001.0,Bank,BANK,PI5,goods
XLS-HMA-049,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-18,200002.0,Bank,BANK,PI5,goods
XLS-HMA-050,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-18,400004.0,Bank,BANK,PI5,goods
XLS-HMA-051,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-19,500005.0,Bank,BANK,PI5,goods
XLS-HMA-052,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-19,165000.0,Bank,BANK,PI5,goods
XLS-HMA-053,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-22,500000.0,Bank,BANK,PI5,goods
XLS-HMA-054,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-23,400001.0,Bank,BANK,PI5,goods
XLS-HMA-055,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-24,200020.0,Bank,BANK,PI5,goods
XLS-HMA-056,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-25,600006.0,Bank,BANK,PI5,goods
XLS-HMA-057,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-26,700007.0,Bank,BANK,PI5,goods
XLS-HMA-058,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-29,300000.0,Bank,BANK,PI5,goods
XLS-HMA-059,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-09-30,300000.0,Bank,BANK,PI5,goods
XLS-HMA-060,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-02,400000.0,Bank,BANK,PI5,goods
XLS-HMA-061,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-03,400014.0,Bank,BANK,PI5,goods
XLS-HMA-062,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-08,600016.0,Bank,BANK,PI6,goods
XLS-HMA-063,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-10,600001.0,Bank,BANK,PI5_2,goods
XLS-HMA-064,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-16,950000.0,Bank,BANK,PI5_2,goods
XLS-HMA-065,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-20,260000.0,Bank,BANK,PI4,goods
XLS-HMA-066,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-21,500000.0,Bank,BANK,PI4,goods
XLS-HMA-067,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-22,500003.0,Bank,BANK,PI4,goods
XLS-HMA-068,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-23,500007.0,Bank,BANK,PI4,goods
XLS-HMA-069,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-24,400010.0,Bank,BANK,PI4,goods
XLS-HMA-070,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,5622.2,Bank,BANK,PI2,goods
XLS-HMA-071,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,82641.6,Bank,BANK,PI3,goods
XLS-HMA-072,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,18610.0,Bank,BANK,PI4,goods
XLS-HMA-073,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,12399.0,Bank,BANK,PI5_2,goods
XLS-HMA-074,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,84700.0,Bank,BANK,PI5,goods
XLS-HMA-075,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,85000.0,Bank,BANK,PI5,goods
XLS-HMA-076,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-03,500020.0,Bank,BANK,PI6,goods
XLS-HMA-077,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-10-31,500010.0,Bank,BANK,PI6,goods
XLS-HMA-078,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-07,500000.0,Bank,BANK,PI5,goods
XLS-HMA-079,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-10,325000.0,Bank,BANK,PI6,goods
XLS-HMA-080,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-12,125000.0,Bank,BANK,PI6,goods
XLS-HMA-081,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-13,300030.0,Bank,BANK,PI6,goods
XLS-HMA-082,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-17,1500000.0,Bank,BANK,PI6,goods
XLS-HMA-083,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-18,350001.0,Bank,BANK,PI6,goods
XLS-HMA-084,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-19,350009.0,Bank,BANK,PI6,goods
XLS-HMA-085,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-21,600009.0,Bank,BANK,PI5,goods
XLS-HMA-086,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-25,50631.0,Bank,BANK,PI5,goods
XLS-HMA-087,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-25,49469.0,Bank,BANK,PI6,goods
XLS-HMA-088,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-25,300013.0,Bank,BANK,PI6,goods
XLS-HMA-089,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-27,400040.0,Bank,BANK,PI6,goods
XLS-HMA-090,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-11-28,400400.0,Bank,BANK,PI6,goods
XLS-HMA-091,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-01,500050.0,Bank,BANK,PI6,goods
XLS-HMA-092,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-01,800008.0,Bank,BANK,PI6,goods
XLS-HMA-093,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-03,400003.0,Bank,BANK,PI6,goods
XLS-HMA-094,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-05,500050.0,Bank,BANK,PI6,goods
XLS-HMA-095,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-05,300300.0,Bank,BANK,PI6,goods
XLS-HMA-096,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-10,400041.0,Bank,BANK,PI6,goods
XLS-HMA-097,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-11,350050.0,Bank,BANK,PI6,goods
XLS-HMA-098,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-12,251000.0,Bank,BANK,PI6,goods
XLS-HMA-099,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-17,1200002.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-100,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-19,200100.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-101,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-24,150100.0,Bank,BANK,PI7_3 1913-948,goods
XLS-HMA-102,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2025-12-26,600600.0,Bank,BANK,PI7 - 1796,goods
XLS-HMA-103,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-05,1500000.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-104,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-05,400000.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-105,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-06,450100.0,Bank,BANK,PI6,goods
XLS-HMA-106,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-08,900001.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-107,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-13,350070.0,Bank,BANK,PI7 - 1796,goods
XLS-HMA-108,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-12,130254.0,Bank,BANK,PI6,goods
XLS-HMA-109,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-12,81130.0,Bank,BANK,PI7 - 1796,goods
XLS-HMA-110,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-12,169100.0,Bank,BANK,PI7_3 1913-948,goods
XLS-HMA-111,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-12,119561.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-112,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-16,150000.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-113,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-20,500075.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-114,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-20,600025.0,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-115,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-22,439105.6,Bank,BANK,PI7_2 1843-1844,goods
XLS-HMA-116,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-22,260894.4,Bank,BANK,PI8,goods
XLS-HMA-117,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-29,200045.0,Bank,BANK,PI8,goods
XLS-HMA-118,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-29,300055.0,Bank,BANK,PI8,goods
XLS-HMA-119,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-01-30,500012.0,Bank,BANK,PI8,goods
XLS-HMA-120,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-02-03,500061.0,Bank,BANK,PI8,goods
XLS-HMA-121,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-02-04,500039.0,Bank,BANK,PI8,goods
XLS-HMA-122,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-02-06,300040.0,Bank,BANK,PI8,goods
XLS-HMA-123,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-02-19,450000.0,Bank,BANK,PI8,goods
XLS-HMA-124,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-02-25,1000000.0,Bank,BANK,PI8,goods
XLS-HMA-125,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-03-11,1000000.0,Bank,NBU BANK,PI8,goods
XLS-HMA-126,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-03-26,600040.0,Bank,BANK,PI8,goods
XLS-HMA-127,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-04-09,2092679.01,Bank,NBU BANK,PI9,goods
XLS-HMA-128,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-04-14,987433.6,Bank,ALOQA BANK,PI8,goods
XLS-HMA-129,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-04-14,1844566.4,Bank,ALOQA BANK,PI9,goods
XLS-HMA-130,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-05-06,1000001.0,Bank,ALOQA BANK,PI10,goods
XLS-HMA-131,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-05-08,595000.0,Bank,ALOQA BANK,PI10,goods
XLS-HMA-132,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-05-25,434700.0,Bank,ALOQA BANK,PI10_3,goods
XLS-HMA-133,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-05-26,424974.0,Bank,ALOQA BANK,PI9_2,goods
XLS-HMA-134,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-15,1000002.0,Bank,BANK,PI11,goods
XLS-HMA-135,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-17,500000.0,Bank,BANK,PI9,goods
XLS-HMA-136,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-22,367780.0,Bank,BANK,PI8,goods
XLS-HMA-137,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-22,132221.0,Bank,BANK,PI9,goods
XLS-HMA-138,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-24,500004.0,Bank,BANK,PI10,goods
XLS-HMA-139,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-24,325797.71,Bank,BANK,PI10,goods
XLS-HMA-140,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-24,174205.29,Bank,BANK,PI9_3,goods
XLS-HMA-141,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-06-26,1000005.0,Bank,BANK,PI10,goods
XLS-HMA-142,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-07,550000.0,Bank,BANK,PI10,goods
XLS-HMA-143,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-08,650000.0,Bank,BANK,PI10,goods
XLS-HMA-144,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-14,1161230.0,Bank,BANK,PI10,goods
XLS-HMA-145,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-16,1000001.0,Bank,BANK,PI10,goods
XLS-HMA-146,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-20,1000000.0,Bank,BANK,PI10,goods
XLS-HMA-147,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-22,262633.59,Bank,BANK,PI9,goods
XLS-HMA-148,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-22,20226.0,Bank,BANK,PI9_2,goods
XLS-HMA-149,Опл-Пост HMA,THE QUALITY AND FRESH MEAT MCHJ,HMA AGRO INDUSTRIES LIMITED,2026-07-22,46994.71,Bank,BANK,PI9_3,goods
